,review,TF_UNIGRAM,IDF_UNIGRAM,TFIDF_UNIGRAM
85,"['benah', 'kondisi', 'bangun', 'lingkung', 'sayang', 'awat']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[2.718428196142505, 4.605497845174885, 6.214935757608986, 5.116323468940876, 4.828641396489095, 3.4423470353692043]","[0.45307136602375087, 0.7675829741958142, 1.0358226262681642, 0.8527205781568126, 0.8047735660815158, 0.5737245058948673]"
86,"['tonton', 'film', 'dokumenter', 'dieng', 'sayang', 'film', 'jadul', 'kualitas', 'layar', 'tancap', 'baru', 'up', 'date', 'tonton', 'nyaman', 'bersih', 'film', 'habis', 'ganti', 'tonton']","[0.05, 0.05, 0.05, 0.05, 0.05, 0.15, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.15, 0.05]","[5.5217885770490405, 2.9190988916046567, 5.5217885770490405, 2.659587696119572, 4.4231762883809305, 4.13549421592915, 5.116323468940876, 6.214935757608986, 5.5217885770490405, 6.214935757608986, 5.5217885770490405, 3.6499864001474487, 3.4423470353692043, 5.5217885770490405, 5.5217885770490405, 5.5217885770490405]","[0.276089428852452, 0.14595494458023284, 0.276089428852452, 0.1329793848059786, 0.22115881441904653, 0.6203241323893725, 0.2558161734470438, 0.3107467878804493, 0.276089428852452, 0.3107467878804493, 0.276089428852452, 0.18249932000737246, 0.17211735176846021, 0.276089428852452, 0.8282682865573561, 0.276089428852452]"
87,"['wisata', 'indah', 'sayang', 'sampah', 'area', 'wisata', 'pintu', 'area', 'candi']","[0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222]","[4.605497845174885, 5.5217885770490405, 2.4772661393256175, 5.5217885770490405, 3.575878427993727, 3.4423470353692043, 3.03688192726104]","[1.023443965594419, 0.61353206411656, 0.27525179325840193, 0.61353206411656, 0.3973198253326363, 0.3824830039299116, 0.6748626505024533]"
88,"['minusnyatidak', 'isi', 'perut', 'spesial']","[0.25, 0.25, 0.25, 0.25]","[5.5217885770490405, 6.214935757608986, 6.214935757608986, 6.214935757608986]","[1.3804471442622601, 1.5537339394022465, 1.5537339394022465, 1.5537339394022465]"
89,"['tata', 'rapat', 'nyaman']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[3.6499864001474487, 6.214935757608986, 4.13549421592915]","[1.2166621333824827, 2.0716452525363285, 1.378498071976383]"
90,"['nyaman', 'tempatnyakurang', 'jaga', 'bersih']","[0.25, 0.25, 0.25, 0.25]","[2.9190988916046567, 4.4231762883809305, 3.6499864001474487, 6.214935757608986]","[0.7297747229011642, 1.1057940720952326, 0.9124966000368622, 1.5537339394022465]"
91,"['sulit', 'temu', 'sampah']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[3.575878427993727, 6.214935757608986, 6.214935757608986]","[1.1919594759979089, 2.0716452525363285, 2.0716452525363285]"
92,"['awat', 'tunjuk', 'tawan', 'tarik', 'wisatawan']","[0.2, 0.2, 0.2, 0.2, 0.2]","[2.718428196142505, 3.817040484810615, 6.214935757608986, 5.116323468940876, 5.5217885770490405]","[0.5436856392285011, 0.7634080969621231, 1.2429871515217972, 1.0232646937881753, 1.104357715409808]"
93,"['gaya', 'bangun', 'bagus', 'sayang', 'krg', 'awat']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[2.718428196142505, 2.3437347467010947, 4.605497845174885, 6.214935757608986, 6.214935757608986, 3.4423470353692043]","[0.45307136602375087, 0.3906224577835158, 0.7675829741958142, 1.0358226262681642, 1.0358226262681642, 0.5737245058948673]"
94,"['butuh', 'sentuh', 'awat']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[2.718428196142505, 6.214935757608986, 6.214935757608986]","[0.9061427320475017, 2.0716452525363285, 2.0716452525363285]"
95,"['sarana', 'prasana', 'awat']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[2.718428196142505, 6.214935757608986, 6.214935757608986]","[0.9061427320475017, 2.0716452525363285, 2.0716452525363285]"
96,"['ruang', 'nyaman']","[0.5, 0.5]","[3.6499864001474487, 5.5217885770490405]","[1.8249932000737243, 2.7608942885245202]"
97,"['ramai', 'nyaman']","[0.5, 0.5]","[3.6499864001474487, 5.116323468940876]","[1.8249932000737243, 2.558161734470438]"
98,"['kotor', 'awat']","[0.5, 0.5]","[2.718428196142505, 4.017711180272766]","[1.3592140980712526, 2.008855590136383]"
99,"['gedung', 'bioskop', 'awat']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[2.718428196142505, 6.214935757608986, 5.5217885770490405]","[0.9061427320475017, 2.0716452525363285, 1.84059619234968]"
100,"['tunjuk', 'short', 'movie', 'sejarah', 'geographic', 'dieng', 'honest', 'opinion', 'tempat', 'urus', 'tempat', 'bau', 'pengap', 'kotor', 'short', 'movienya', 'tarik', 'boring', 'isi', 'short', 'movie', 'bagus', 'tahu', 'remake', 'tarik', 'tempat', 'bersihkandi', 'ganti', 'bau']","[0.034482758620689655, 0.06896551724137931, 0.034482758620689655, 0.034482758620689655, 0.034482758620689655, 0.034482758620689655, 0.034482758620689655, 0.034482758620689655, 0.034482758620689655, 0.034482758620689655, 0.06896551724137931, 0.034482758620689655, 0.034482758620689655, 0.034482758620689655, 0.034482758620689655, 0.034482758620689655, 0.10344827586206896, 0.034482758620689655, 0.06896551724137931, 0.10344827586206896, 0.034482758620689655, 0.034482758620689655]","[2.3437347467010947, 4.017711180272766, 6.214935757608986, 6.214935757608986, 2.659587696119572, 5.116323468940876, 6.214935757608986, 6.214935757608986, 5.5217885770490405, 4.017711180272766, 6.214935757608986, 6.214935757608986, 6.214935757608986, 6.214935757608986, 6.214935757608986, 4.13549421592915, 6.214935757608986, 6.214935757608986, 3.817040484810615, 2.996059932740785, 5.116323468940876, 4.605497845174885]","[0.08081843954141706, 0.27708352967398386, 0.21430812957272366, 0.21430812957272366, 0.0917099205558473, 0.1764249472048578, 0.21430812957272366, 0.21430812957272366, 0.19040650265686346, 0.13854176483699193, 0.4286162591454473, 0.21430812957272366, 0.21430812957272366, 0.21430812957272366, 0.21430812957272366, 0.14260324882514308, 0.6429243887181709, 0.21430812957272366, 0.26324417136624934, 0.3099372344214605, 0.1764249472048578, 0.1588102705232719]"
101,"['teater', 'tua', 'awat', 'materi', 'tampil', 'up', 'date', 'tarik']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[2.718428196142505, 5.5217885770490405, 6.214935757608986, 6.214935757608986, 3.817040484810615, 4.828641396489095, 6.214935757608986, 5.5217885770490405]","[0.33980352451781315, 0.6902235721311301, 0.7768669697011232, 0.7768669697011232, 0.4771300606013269, 0.6035801745611369, 0.7768669697011232, 0.6902235721311301]"
102,"['bangun', 'aneh', 'hadap', 'arah', 'salah', 'akses', 'area', 'parkir', 'akal', 'benarbenar', 'pikir', 'rencana', 'buruk', 'akal', 'ut', 'buka']","[0.125, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[6.214935757608986, 4.605497845174885, 6.214935757608986, 4.605497845174885, 4.605497845174885, 4.605497845174885, 4.828641396489095, 5.5217885770490405, 5.116323468940876, 6.214935757608986, 3.324563999712821, 5.5217885770490405, 6.214935757608986, 4.13549421592915, 6.214935757608986]","[0.7768669697011232, 0.28784361532343034, 0.3884334848505616, 0.28784361532343034, 0.28784361532343034, 0.28784361532343034, 0.30179008728056844, 0.34511178606556503, 0.31977021680880474, 0.3884334848505616, 0.2077852499820513, 0.34511178606556503, 0.3884334848505616, 0.25846838849557185, 0.3884334848505616]"
103,"['teater', 'kondisi', 'buruk', 'pelihara', 'buruk']","[0.4, 0.2, 0.2, 0.2]","[5.116323468940876, 5.116323468940876, 5.5217885770490405, 4.828641396489095]","[2.0465293875763506, 1.0232646937881753, 1.104357715409808, 0.965728279297819]"
104,"['jalan', 'puncak', 'sikunir', 'bersih', 'aman', 'rapi', 'sampah', 'sedia', 'toilet', 'mushola', 'jalan']","[0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[4.828641396489095, 2.9190988916046567, 3.91235066461494, 6.214935757608986, 5.5217885770490405, 5.116323468940876, 3.575878427993727, 6.214935757608986, 4.828641396489095, 4.4231762883809305]","[0.4389673996808268, 0.26537262650951426, 0.7113364844754436, 0.5649941597826351, 0.5019807797317309, 0.4651203153582615, 0.3250798570903388, 0.5649941597826351, 0.4389673996808268, 0.4021069353073573]"
105,"['bukit', 'sikunir', 'indah', 'tracking', 'menit', 'pakai', 'sepatu', 'cocok', 'tracking', 'karna', 'track', 'tangga', 'batu', 'pakai', 'jaket', 'tebal', 'tracking', 'jam', 'pagi', 'sunrise', 'muncul', 'jam', 'pagi']","[0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.08695652173913043, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.13043478260869565]","[4.4231762883809305, 4.13549421592915, 4.4231762883809305, 2.4772661393256175, 5.5217885770490405, 5.116323468940876, 6.214935757608986, 4.269025608553672, 6.214935757608986, 4.605497845174885, 4.4231762883809305, 6.214935757608986, 4.828641396489095, 6.214935757608986, 4.13549421592915, 6.214935757608986, 6.214935757608986, 6.214935757608986]","[0.19231201253830132, 0.17980409634474565, 0.19231201253830132, 0.10770722344893989, 0.24007776421952348, 0.4448976929513805, 0.2702145981569124, 0.18560980906755098, 0.2702145981569124, 0.40047807349346826, 0.38462402507660265, 0.2702145981569124, 0.20994093028213456, 0.2702145981569124, 0.17980409634474565, 0.2702145981569124, 0.2702145981569124, 0.8106437944707373]"
106,"['bukit', 'sikunir', 'wisata', 'favorit', 'pesona', 'alam', 'takjub', 'pagi', 'siang', 'nikmat', 'pandang', 'gunung', 'hijau', 'sejuk', 'segar', 'danau', 'cebong', 'bukit', 'atas', 'surga']","[0.05, 0.05, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[3.506885556506776, 4.828641396489095, 4.13549421592915, 6.214935757608986, 3.91235066461494, 5.5217885770490405, 5.116323468940876, 4.4231762883809305, 5.116323468940876, 4.605497845174885, 2.718428196142505, 5.116323468940876, 4.828641396489095, 3.170413319885563, 6.214935757608986, 4.828641396489095, 5.5217885770490405, 6.214935757608986, 3.03688192726104]","[0.1753442778253388, 0.24143206982445475, 0.41354942159291497, 0.3107467878804493, 0.19561753323074701, 0.276089428852452, 0.2558161734470438, 0.22115881441904653, 0.2558161734470438, 0.23027489225874428, 0.13592140980712528, 0.2558161734470438, 0.24143206982445475, 0.15852066599427816, 0.3107467878804493, 0.24143206982445475, 0.276089428852452, 0.3107467878804493, 0.15184409636305202]"
107,"['pandang', 'alam', 'indah', 'pandangmemanjakan', 'mataapa', 'matahari', 'indahnymelihat', 'pandang', 'alam', 'ketinggianasyiknyaaa']","[0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.1]","[3.506885556506776, 2.4772661393256175, 6.214935757608986, 6.214935757608986, 6.214935757608986, 5.116323468940876, 2.718428196142505, 6.214935757608986]","[0.7013771113013552, 0.24772661393256176, 0.6214935757608986, 0.6214935757608986, 0.6214935757608986, 0.5116323468940877, 0.5436856392285011, 0.6214935757608986]"
108,"['salah', 'favorit', 'datar', 'dieng', 'atas', 'bukit', 'sikunir', 'saksi', 'matahari', 'terbit', 'matahari', 'tenggelam', 'lelah', 'daki', 'bukti', 'uras', 'tenaga', 'bayar']","[0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.1111111111111111, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555]","[4.828641396489095, 4.13549421592915, 4.13549421592915, 6.214935757608986, 5.116323468940876, 4.4231762883809305, 2.659587696119572, 5.5217885770490405, 5.5217885770490405, 5.116323468940876, 6.214935757608986, 4.13549421592915, 4.828641396489095, 6.214935757608986, 6.214935757608986, 6.214935757608986, 6.214935757608986]","[0.2682578553605053, 0.22974967866273052, 0.22974967866273052, 0.34527420875605475, 0.2842401927189375, 0.2457320160211628, 0.14775487200664286, 0.30676603205828, 0.30676603205828, 0.568480385437875, 0.34527420875605475, 0.22974967866273052, 0.2682578553605053, 0.34527420875605475, 0.34527420875605475, 0.34527420875605475, 0.34527420875605475]"
109,"['lumayan', 'bagus', 'juang', 'daki', 'bukit', 'spot', 'foto']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[2.3437347467010947, 4.13549421592915, 5.116323468940876, 3.324563999712821, 6.214935757608986, 4.4231762883809305, 3.506885556506776]","[0.3348192495287278, 0.5907848879898785, 0.7309033527058394, 0.47493771424468867, 0.8878479653727123, 0.6318823269115614, 0.5009836509295393]"
110,"['tempat', 'indah', 'damai', 'sun', 'rise', 'sun', 'set', 'danau', 'bersih', 'indah']","[0.1, 0.1, 0.1, 0.2, 0.1, 0.1, 0.2, 0.1]","[2.9190988916046567, 5.5217885770490405, 3.91235066461494, 2.4772661393256175, 6.214935757608986, 6.214935757608986, 6.214935757608986, 2.996059932740785]","[0.2919098891604657, 0.552178857704904, 0.39123506646149403, 0.4954532278651235, 0.6214935757608986, 0.6214935757608986, 1.2429871515217972, 0.2996059932740785]"
111,"['manja', 'parkir', 'luas', 'halaman', 'rumah', 'insecure', 'parkir', 'danau', 'pakai', 'camping', 'gratis', 'backpaker', 'hemat', 'main', 'dieng', 'duduk', 'jaga', 'parkir', 'ramah', 'suka', 'marahmarah', 'kecuali', 'nanyanya', 'pake', 'nonjok']","[0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.12, 0.04, 0.04, 0.04]","[6.214935757608986, 6.214935757608986, 3.91235066461494, 2.659587696119572, 5.5217885770490405, 6.214935757608986, 6.214935757608986, 6.214935757608986, 6.214935757608986, 4.4231762883809305, 6.214935757608986, 4.4231762883809305, 6.214935757608986, 5.5217885770490405, 6.214935757608986, 6.214935757608986, 6.214935757608986, 4.4231762883809305, 6.214935757608986, 3.324563999712821, 4.605497845174885, 5.5217885770490405, 4.4231762883809305]","[0.24859743030435943, 0.24859743030435943, 0.1564940265845976, 0.10638350784478288, 0.22087154308196164, 0.24859743030435943, 0.24859743030435943, 0.24859743030435943, 0.24859743030435943, 0.17692705153523722, 0.24859743030435943, 0.17692705153523722, 0.24859743030435943, 0.22087154308196164, 0.24859743030435943, 0.24859743030435943, 0.24859743030435943, 0.17692705153523722, 0.24859743030435943, 0.3989476799655385, 0.18421991380699543, 0.22087154308196164, 0.17692705153523722]"
112,"['terang', 'tangga', 'pegang', 'lokasi', 'atas', 'tanah', 'licin', 'debu']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[4.828641396489095, 6.214935757608986, 6.214935757608986, 4.4231762883809305, 6.214935757608986, 6.214935757608986, 4.13549421592915, 6.214935757608986]","[0.6035801745611369, 0.7768669697011232, 0.7768669697011232, 0.5528970360476163, 0.7768669697011232, 0.7768669697011232, 0.5169367769911437, 0.7768669697011232]"
113,"['incredible', 'scenery', 'wisata', 'cocok', 'anakanak', 'lansia', 'lereng', 'curam', 'anak', 'tangga']","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[4.4231762883809305, 5.5217885770490405, 4.4231762883809305, 6.214935757608986, 6.214935757608986, 6.214935757608986, 6.214935757608986, 6.214935757608986, 4.13549421592915, 3.03688192726104]","[0.44231762883809306, 0.552178857704904, 0.44231762883809306, 0.6214935757608986, 0.6214935757608986, 0.6214935757608986, 0.6214935757608986, 0.6214935757608986, 0.41354942159291497, 0.30368819272610403]"
114,"['bersih', 'jaga', 'sampah', 'sera', 'dimanamana', 'tunjuk', 'arah']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[4.605497845174885, 2.9190988916046567, 6.214935757608986, 4.4231762883809305, 3.575878427993727, 5.5217885770490405, 5.116323468940876]","[0.6579282635964122, 0.4170141273720938, 0.8878479653727123, 0.6318823269115614, 0.5108397754276752, 0.7888269395784343, 0.7309033527058394]"
115,"['bagus', 'istimewa', 'condong', 'ekspektasi', 'pribadi']","[0.2, 0.2, 0.2, 0.2, 0.2]","[2.3437347467010947, 6.214935757608986, 6.214935757608986, 6.214935757608986, 6.214935757608986]","[0.468746949340219, 1.2429871515217972, 1.2429871515217972, 1.2429871515217972, 1.2429871515217972]"
116,"['tata', 'urus', 'akses', 'lokasi', 'kawah', 'parkir', 'tambah', 'kiri', 'kanan', 'space', 'dagang', 'mepet', 'bersih', 'tata', 'candi', 'arjuna']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.125, 0.0625]","[4.605497845174885, 6.214935757608986, 2.9190988916046567, 5.5217885770490405, 4.605497845174885, 6.214935757608986, 4.605497845174885, 6.214935757608986, 4.4231762883809305, 6.214935757608986, 3.324563999712821, 6.214935757608986, 5.5217885770490405, 4.13549421592915, 4.605497845174885]","[0.28784361532343034, 0.3884334848505616, 0.18244368072529105, 0.34511178606556503, 0.28784361532343034, 0.3884334848505616, 0.28784361532343034, 0.3884334848505616, 0.27644851802380815, 0.3884334848505616, 0.2077852499820513, 0.3884334848505616, 0.34511178606556503, 0.5169367769911437, 0.28784361532343034]"
117,"['pandang', 'alam', 'dieng', 'ragu', 'indah', 'alami', 'cuman', 'puncak', 'sikunirnya', 'spotnya', 'awat', 'indah', 'sayang']","[0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693]","[3.506885556506776, 5.5217885770490405, 2.718428196142505, 6.214935757608986, 2.659587696119572, 2.4772661393256175, 2.718428196142505, 5.5217885770490405, 6.214935757608986, 3.4423470353692043, 6.214935757608986, 6.214935757608986]","[0.2697604274235982, 0.4247529674653108, 0.20910986124173117, 0.4780719813545374, 0.20458366893227478, 0.38111786758855654, 0.20910986124173117, 0.4247529674653108, 0.4780719813545374, 0.2647959257976311, 0.4780719813545374, 0.4780719813545374]"
118,"['bagus', 'baget', 'view', 'bawa', 'bekal', 'jual', 'mamin', 'sayang', 'sampah']","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[6.214935757608986, 2.3437347467010947, 5.5217885770490405, 6.214935757608986, 5.5217885770490405, 6.214935757608986, 3.575878427993727, 3.4423470353692043, 3.6499864001474487]","[0.6905484175121095, 0.2604149718556772, 0.61353206411656, 0.6905484175121095, 0.61353206411656, 0.6905484175121095, 0.3973198253326363, 0.3824830039299116, 0.4055540444608276]"
119,"['suka', 'sayang', 'puas']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[5.5217885770490405, 3.4423470353692043, 4.4231762883809305]","[1.84059619234968, 1.1474490117897347, 1.4743920961269767]"
120,"['viewnya', 'bagus', 'jalan', 'masyaallah', 'bgtt']","[0.2, 0.2, 0.2, 0.2, 0.2]","[2.3437347467010947, 6.214935757608986, 3.91235066461494, 6.214935757608986, 5.5217885770490405]","[0.468746949340219, 1.2429871515217972, 0.7824701329229881, 1.2429871515217972, 1.104357715409808]"
121,"['sungguh', 'indah', 'pandang']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[2.4772661393256175, 2.718428196142505, 4.828641396489095]","[0.8257553797752057, 0.9061427320475017, 1.6095471321630317]"
122,"['tmpt', 'wisata', 'aman', 'apik', 'acra', 'libur', 'keluarga']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[6.214935757608986, 4.828641396489095, 6.214935757608986, 4.605497845174885, 4.605497845174885, 5.5217885770490405, 3.03688192726104]","[0.8878479653727123, 0.6898059137841565, 0.8878479653727123, 0.6579282635964122, 0.6579282635964122, 0.7888269395784343, 0.43384027532300573]"
123,"['telaga', 'warna', 'bagus', 'indah', 'tempat', 'luas', 'pemandanganya', 'pohon', 'telaga', 'warna']","[0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.1, 0.2]","[2.3437347467010947, 2.4772661393256175, 4.4231762883809305, 6.214935757608986, 4.605497845174885, 2.8827312474337816, 2.996059932740785, 2.996059932740785]","[0.2343734746701095, 0.24772661393256176, 0.44231762883809306, 0.6214935757608986, 0.46054978451748857, 0.5765462494867564, 0.2996059932740785, 0.599211986548157]"
124,"['alam', 'asriudara', 'sehat', 'nyaman', 'santa', 'keluarga']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[3.506885556506776, 6.214935757608986, 4.605497845174885, 3.6499864001474487, 6.214935757608986, 5.5217885770490405]","[0.5844809260844626, 1.0358226262681642, 0.7675829741958142, 0.6083310666912414, 1.0358226262681642, 0.92029809617484]"
125,"['jumat', 'tempat', 'bersih', 'kamarmandi', 'bersih', 'area', 'bersih']","[0.14285714285714285, 0.42857142857142855, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[4.605497845174885, 2.9190988916046567, 6.214935757608986, 6.214935757608986, 2.996059932740785]","[0.6579282635964122, 1.2510423821162815, 0.8878479653727123, 0.8878479653727123, 0.4280085618201121]"
126,"['ekspetasi', 'telaga', 'brp', 'warna', 'trnyata', 'prjalanan', 'telaga', 'warna', 'keren', 'bngt']","[0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.1, 0.2]","[6.214935757608986, 5.5217885770490405, 6.214935757608986, 4.605497845174885, 6.214935757608986, 2.8827312474337816, 6.214935757608986, 2.996059932740785]","[0.6214935757608986, 0.552178857704904, 0.6214935757608986, 0.46054978451748857, 0.6214935757608986, 0.5765462494867564, 0.6214935757608986, 0.599211986548157]"
127,"['pengenn', 'kesana', 'lagisemoga', 'dieng', 'tempat', 'indahhtm', 'wisata', 'murah', 'homestay', 'murah', 'warga', 'ramahramah']","[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]","[2.659587696119572, 5.5217885770490405, 6.214935757608986, 4.269025608553672, 6.214935757608986, 4.4231762883809305, 6.214935757608986, 6.214935757608986, 2.996059932740785, 6.214935757608986, 3.03688192726104]","[0.2216323080099643, 0.46014904808742, 0.5179113131340821, 0.35575213404613937, 0.5179113131340821, 0.7371960480634884, 0.5179113131340821, 0.5179113131340821, 0.24967166106173205, 0.5179113131340821, 0.25307349393842]"
128,"['telaga', 'warna', 'area', 'dieng', 'bagus', 'spot', 'foto', 'wajib', 'kunjung', 'jalan', 'jalan', 'dieng']","[0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]","[4.605497845174885, 2.3437347467010947, 2.659587696119572, 3.324563999712821, 3.91235066461494, 4.828641396489095, 3.506885556506776, 2.8827312474337816, 5.116323468940876, 2.996059932740785]","[0.3837914870979071, 0.1953112288917579, 0.4432646160199286, 0.2770469999760684, 0.6520584441024899, 0.4023867830407579, 0.2922404630422313, 0.24022760395281512, 0.4263602890784063, 0.24967166106173205]"
129,"['wisata', 'populer', 'gemar', 'kunjung', 'asri', 'wisata', 'telaga', 'warna', 'inovasi', 'baru', 'spot', 'foto', 'bagus', 'bagus']","[0.07142857142857142, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285]","[5.116323468940876, 2.3437347467010947, 5.5217885770490405, 3.324563999712821, 6.214935757608986, 5.5217885770490405, 4.828641396489095, 6.214935757608986, 3.506885556506776, 2.8827312474337816, 2.996059932740785, 3.03688192726104]","[0.3654516763529197, 0.3348192495287278, 0.39441346978921715, 0.23746885712234433, 0.44392398268635613, 0.39441346978921715, 0.3449029568920782, 0.44392398268635613, 0.25049182546476967, 0.2059093748166987, 0.21400428091005605, 0.43384027532300573]"
130,"['telaga', 'indah', 'daerah', 'datar', 'dieng']","[0.2, 0.2, 0.2, 0.2, 0.2]","[4.828641396489095, 4.4231762883809305, 2.659587696119572, 2.4772661393256175, 2.8827312474337816]","[0.965728279297819, 0.8846352576761861, 0.5319175392239144, 0.4954532278651235, 0.5765462494867564]"
131,"['panorama', 'alam', 'sungguh', 'indah', 'dieng', 'cuil', 'surga', 'bumi', 'telaga', 'warna', 'salah', 'satu', 'alam', 'natural', 'hantar', 'indah', 'telaga', 'warna', 'hijau', 'bentang', 'permadani', 'hijau', 'zamrud', 'indah']","[0.08333333333333333, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.125, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.041666666666666664]","[3.506885556506776, 5.5217885770490405, 6.214935757608986, 6.214935757608986, 2.659587696119572, 6.214935757608986, 4.4231762883809305, 2.4772661393256175, 6.214935757608986, 4.828641396489095, 6.214935757608986, 4.13549421592915, 5.116323468940876, 4.828641396489095, 5.5217885770490405, 2.8827312474337816, 2.996059932740785, 6.214935757608986]","[0.2922404630422313, 0.23007452404371, 0.25895565656704106, 0.25895565656704106, 0.11081615400498215, 0.25895565656704106, 0.3685980240317442, 0.3096582674157022, 0.25895565656704106, 0.20119339152037896, 0.25895565656704106, 0.17231225899704788, 0.21318014453920314, 0.20119339152037896, 0.23007452404371, 0.24022760395281512, 0.24967166106173205, 0.25895565656704106]"
132,"['jalan', 'dibagusin', 'dikit', 'ilalang']","[0.25, 0.25, 0.25, 0.25]","[6.214935757608986, 6.214935757608986, 5.5217885770490405, 3.91235066461494]","[1.5537339394022465, 1.5537339394022465, 1.3804471442622601, 0.978087666153735]"
